#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
33.0,Egypt,28615,,1088.0,,7350.0,,20177.0,41.0,280.0,11.0,135000.0,1321.0,102178508.0,Africa,3571.0,93914.0,757.0
34.0,Ukraine,25411,588.0,747.0,12.0,11042.0,602.0,13622.0,297.0,581.0,17.0,392316.0,8967.0,43751560.0,Europe,1722.0,58570.0,112.0
35.0,Ireland,25111,,1659.0,,22698.0,,754.0,36.0,5090.0,336.0,348416.0,70622.0,4933560.0,Europe,196.0,2974.0,14.0
36.0,Poland,24826,139.0,1117.0,2.0,12227.0,213.0,11482.0,160.0,656.0,30.0,996604.0,26331.0,37849522.0,Europe,1525.0,33885.0,38.0
37.0,Philippines,20382,634.0,984.0,10.0,4248.0,95.0,15150.0,82.0,186.0,9.0,378296.0,3456.0,109467656.0,Asia,5371.0,111248.0,289.0
38.0,Romania,19907,238.0,1299.0,3.0,13919.0,119.0,4689.0,153.0,1034.0,67.0,472850.0,24568.0,19246341.0,Europe,967.0,14816.0,41.0
39.0,Argentina,19268,,583.0,,5896.0,,12789.0,274.0,427.0,13.0,172947.0,3829.0,45164434.0,South America,2344.0,77469.0,261.0
40.0,Afghanistan,18054,787.0,300.0,6.0,1585.0,63.0,16169.0,19.0,465.0,8.0,43569.0,1121.0,38855768.0,Asia,2152.0,129519.0,892.0
41.0,Dominican Republic,18040,,516.0,,11224.0,,6300.0,110.0,1664.0,48.0,86285.0,7960.0,10839641.0,North America,601.0,21007.0,126.0
42.0,Israel,17429,52.0,291.0,,14993.0,10.0,2145.0,27.0,1895.0,32.0,606596.0,65952.0,9197590.0,Asia,528.0,31607.0,15.0
43.0,Japan,16986,,900.0,,14771.0,,1315.0,101.0,134.0,7.0,300277.0,2374.0,126503264.0,Asia,7448.0,140559.0,421.0
44.0,Austria,16805,34.0,670.0,,15717.0,45.0,418.0,22.0,1867.0,74.0,471466.0,52370.0,9002608.0,Europe,536.0,13437.0,19.0
45.0,Panama,14609,,357.0,,9519.0,,4733.0,75.0,3390.0,83.0,71139.0,16508.0,4309396.0,North America,295.0,12071.0,61.0
46.0,Oman,14316,778.0,67.0,,3451.0,606.0,10798.0,58.0,2809.0,13.0,100181.0,19660.0,5095664.0,Asia,356.0,76055.0,51.0
47.0,Bahrain,12815,,21.0,1.0,7410.0,,5384.0,9.0,7555.0,12.0,337773.0,199127.0,1696267.0,Asia,132.0,80775.0,5.0
48.0,Kazakhstan,12067,271.0,48.0,,6240.0,,5779.0,62.0,643.0,3.0,867286.0,46232.0,18759403.0,Asia,1555.0,390821.0,22.0
49.0,Denmark,11811,40.0,582.0,2.0,10620.0,68.0,609.0,17.0,2040.0,101.0,671558.0,115971.0,5790721.0,Europe,490.0,9950.0,9.0
50.0,Bolivia,11638,647.0,400.0,24.0,1507.0,209.0,9731.0,3.0,998.0,34.0,28239.0,2422.0,11660610.0,South America,1002.0,29152.0,413.0
51.0,S. Korea,11629,39.0,273.0,,10499.0,32.0,857.0,15.0,227.0,5.0,973858.0,18996.0,51266042.0,Asia,4408.0,187788.0,53.0
52.0,Serbia,11523,,245.0,,6852.0,,4426.0,12.0,1318.0,28.0,257242.0,29433.0,8739790.0,Europe,758.0,35673.0,34.0
53.0,Armenia,11221,697.0,176.0,6.0,3468.0,14.0,7577.0,10.0,3787.0,59.0,63459.0,21418.0,2962846.0,Asia,264.0,16834.0,47.0
54.0,Nigeria,11166,,315.0,,3329.0,,7522.0,7.0,54.0,2.0,69801.0,339.0,205710189.0,Africa,18423.0,653048.0,2947.0
55.0,Algeria,9733,,673.0,,6218.0,,2842.0,32.0,222.0,15.0,,,43787434.0,Africa,4499.0,65063.0,
56.0,Czechia,9441,3.0,324.0,,6752.0,3.0,2365.0,12.0,882.0,30.0,459448.0,42909.0,10707556.0,Europe,1134.0,33048.0,23.0
57.0,Moldova,8795,,314.0,4.0,5009.0,146.0,3472.0,265.0,2180.0,78.0,57003.0,14128.0,4034616.0,Europe,459.0,12849.0,71.0
58.0,Ghana,8548,,38.0,,3132.0,,5378.0,3.0,276.0,1.0,218425.0,7041.0,31019835.0,Africa,3629.0,816311.0,142.0
59.0,Norway,8477,,237.0,,8138.0,411.0,102.0,6.0,1565.0,44.0,252232.0,46554.0,5418068.0,Europe,639.0,22861.0,21.0
60.0,Malaysia,8247,277.0,115.0,,6559.0,28.0,1573.0,6.0,255.0,4.0,560738.0,17342.0,32333861.0,Asia,3921.0,281164.0,58.0
61.0,Iraq,8168,,256.0,,4095.0,,3817.0,46.0,203.0,6.0,238251.0,5934.0,40147813.0,Asia,4915.0,156827.0,169.0
62.0,Morocco,7967,45.0,207.0,1.0,7160.0,294.0,600.0,13.0,216.0,6.0,257523.0,6983.0,36876878.0,Africa,4629.0,178149.0,143.0
63.0,Australia,7240,11.0,102.0,,6648.0,8.0,490.0,4.0,284.0,4.0,1533852.0,60205.0,25477145.0,Australia/Oceania,3519.0,249776.0,17.0
64.0,Finland,6911,,322.0,1.0,5800.0,300.0,789.0,7.0,1247.0,58.0,195400.0,35270.0,5540104.0,Europe,802.0,17205.0,28.0
65.0,Cameroon,6789,204.0,203.0,3.0,3705.0,29.0,2881.0,28.0,256.0,8.0,,,26490288.0,Africa,3902.0,130494.0,
66.0,Azerbaijan,6260,,76.0,,3665.0,,2519.0,42.0,618.0,8.0,315527.0,31141.0,10132279.0,Asia,1619.0,133319.0,32.0
67.0,Guatemala,5760,174.0,143.0,20.0,929.0,105.0,4688.0,5.0,322.0,8.0,31427.0,1757.0,17888866.0,North America,3106.0,125097.0,569.0
68.0,Honduras,5690,163.0,234.0,9.0,617.0,54.0,4839.0,13.0,575.0,24.0,14790.0,1495.0,9892136.0,North America,1739.0,42274.0,669.0
69.0,Sudan,5499,,314.0,,1711.0,,3474.0,,126.0,7.0,401.0,9.0,43764035.0,Africa,7959.0,139376.0,109137.0
70.0,Tajikistan,4191,,48.0,,2347.0,,1796.0,,440.0,5.0,,,9519918.0,Asia,2272.0,198332.0,
71.0,Luxembourg,4024,,110.0,,3861.0,,53.0,2.0,6437.0,176.0,79484.0,127140.0,625170.0,Europe,155.0,5683.0,8.0
72.0,Hungary,3954,23.0,539.0,5.0,2205.0,15.0,1210.0,24.0,409.0,56.0,195894.0,20275.0,9662056.0,Europe,2444.0,17926.0,49.0
73.0,Djibouti,3935,,26.0,,1636.0,,2273.0,,3987.0,26.0,30394.0,30798.0,986873.0,Africa,251.0,37957.0,32.0
74.0,Guinea,3933,,23.0,,2332.0,,1578.0,24.0,300.0,2.0,14407.0,1100.0,13102388.0,Africa,3331.0,569669.0,909.0
75.0,Senegal,3932,,45.0,,2063.0,,1824.0,17.0,235.0,3.0,46288.0,2771.0,16706455.0,Africa,4249.0,371255.0,361.0
76.0,Uzbekistan,3874,31.0,16.0,,3082.0,68.0,776.0,11.0,116.0,0.5,460000.0,13760.0,33431174.0,Asia,8630.0,2089448.0,73.0
77.0,DRC,3644,149.0,78.0,3.0,495.0,3.0,3071.0,,41.0,0.9,,,89323912.0,Africa,24513.0,1145178.0,
78.0,Ivory Coast,3110,,35.0,,1530.0,,1545.0,,118.0,1.0,28522.0,1084.0,26323384.0,Africa,8464.0,752097.0,923.0
79.0,Thailand,3101,17.0,58.0,,2968.0,,75.0,1.0,44.0,0.8,420529.0,6026.0,69787353.0,Asia,22505.0,1203230.0,166.0
80.0,Greece,2937,,179.0,,1374.0,,1384.0,11.0,282.0,17.0,185590.0,17800.0,10426532.0,Europe,3550.0,58249.0,56.0
81.0,Gabon,2902,,20.0,,801.0,,2081.0,15.0,1306.0,9.0,14122.0,6357.0,2221355.0,Africa,765.0,111068.0,157.0
82.0,El Salvador,2781,76.0,51.0,2.0,1208.0,29.0,1522.0,59.0,429.0,8.0,99178.0,15296.0,6483803.0,North America,2331.0,127133.0,65.0
83.0,Haiti,2640,133.0,50.0,2.0,24.0,,2566.0,,232.0,4.0,5717.0,502.0,11391801.0,North America,4315.0,227836.0,1993.0
84.0,Nepal,2634,334.0,10.0,1.0,290.0,12.0,2334.0,,91.0,0.3,209698.0,7207.0,29094730.0,Asia,11046.0,2909473.0,139.0
85.0,North Macedonia,2611,119.0,147.0,2.0,1621.0,16.0,843.0,34.0,1253.0,71.0,33114.0,15894.0,2083380.0,Europe,798.0,14173.0,63.0
86.0,Bulgaria,2585,25.0,147.0,1.0,1322.0,116.0,1116.0,8.0,372.0,21.0,193732.0,27867.0,6951948.0,Europe,2689.0,47292.0,36.0
87.0,Bosnia and Herzegovina,2551,,157.0,,1939.0,,455.0,4.0,777.0,48.0,67952.0,20703.0,3282199.0,Europe,1287.0,20906.0,48.0
88.0,Croatia,2247,1.0,103.0,,2105.0,10.0,39.0,3.0,547.0,25.0,67997.0,16556.0,4106980.0,Europe,1828.0,39874.0,60.0
89.0,Kenya,2216,,74.0,,553.0,,1589.0,7.0,41.0,1.0,85058.0,1585.0,53673567.0,Africa,24221.0,725318.0,631.0
90.0,Somalia,2146,,79.0,,406.0,,1661.0,2.0,135.0,5.0,,,15855179.0,Africa,7388.0,200698.0,
91.0,Cuba,2107,,83.0,,1830.0,,194.0,4.0,186.0,7.0,110349.0,9742.0,11327103.0,North America,5376.0,136471.0,103.0
92.0,Mayotte,1993,,24.0,,1523.0,,446.0,9.0,7320.0,88.0,7600.0,27914.0,272264.0,Africa,137.0,11344.0,36.0
93.0,Venezuela,1952,,20.0,,334.0,,1598.0,,69.0,0.7,995522.0,35002.0,28441527.0,South America,14570.0,1422076.0,29.0
94.0,Kyrgyzstan,1899,28.0,20.0,,1292.0,27.0,587.0,5.0,291.0,3.0,119124.0,18283.0,6515639.0,Asia,3431.0,325782.0,55.0
95.0,Estonia,1890,10.0,69.0,,1663.0,13.0,158.0,,1425.0,52.0,87456.0,65931.0,1326472.0,Europe,702.0,19224.0,15.0
96.0,Maldives,1850,,7.0,,644.0,,1199.0,9.0,3427.0,13.0,11775.0,21814.0,539782.0,Asia,292.0,77112.0,46.0
97.0,Iceland,1806,,10.0,,1794.0,,2.0,,5295.0,29.0,61355.0,179885.0,341079.0,Europe,189.0,34108.0,6.0
98.0,Sri Lanka,1782,47.0,11.0,,839.0,3.0,932.0,1.0,83.0,0.5,70290.0,3284.0,21406699.0,Asia,12013.0,1946064.0,305.0
99.0,Lithuania,1687,3.0,71.0,,1273.0,13.0,343.0,17.0,619.0,26.0,321040.0,117825.0,2724713.0,Europe,1615.0,38376.0,8.0
100.0,Ethiopia,1636,150.0,18.0,1.0,250.0,4.0,1368.0,16.0,14.0,0.2,125570.0,1095.0,114724281.0,Africa,70125.0,6373571.0,914.0
101.0,Slovakia,1526,1.0,28.0,,1376.0,1.0,122.0,,280.0,5.0,183764.0,33660.0,5459454.0,Europe,3578.0,194981.0,30.0
102.0,New Zealand,1504,,22.0,,1481.0,,1.0,,301.0,4.0,286174.0,57211.0,5002100.0,Australia/Oceania,3326.0,227368.0,17.0
103.0,Slovenia,1477,,109.0,,1359.0,1.0,9.0,,710.0,52.0,82701.0,39781.0,2078918.0,Europe,1408.0,19073.0,25.0
104.0,Mali,1386,,79.0,,788.0,,519.0,,69.0,4.0,3483.0,172.0,20200490.0,Africa,14575.0,255702.0,5800.0
105.0,Guinea-Bissau,1339,,8.0,,53.0,,1278.0,,682.0,4.0,1500.0,764.0,1964122.0,Africa,1467.0,245515.0,1309.0
106.0,Equatorial Guinea,1306,,12.0,,200.0,,1094.0,,934.0,9.0,8268.0,5910.0,1398900.0,Africa,1071.0,116575.0,169.0
107.0,Lebanon,1256,,27.0,,724.0,,505.0,5.0,184.0,4.0,88310.0,12934.0,6827539.0,Asia,5436.0,252872.0,77.0
108.0,Albania,1197,13.0,33.0,,898.0,,266.0,5.0,416.0,11.0,15647.0,5437.0,2878018.0,Europe,2404.0,87213.0,184.0
109.0,CAR,1173,,4.0,,23.0,,1146.0,,243.0,0.8,15881.0,3293.0,4823052.0,Africa,4112.0,1205763.0,304.0
110.0,Costa Rica,1157,,10.0,,685.0,,462.0,5.0,227.0,2.0,27318.0,5366.0,5090604.0,North America,4400.0,509060.0,186.0
111.0,Nicaragua,1118,,46.0,,370.0,,702.0,,169.0,7.0,,,6618484.0,North America,5920.0,143880.0,
112.0,Hong Kong,1099,5.0,4.0,,1041.0,2.0,54.0,2.0,147.0,0.5,202930.0,27085.0,7492419.0,Asia,6817.0,1873105.0,37.0
113.0,Zambia,1089,,7.0,,912.0,,170.0,1.0,59.0,0.4,28236.0,1540.0,18339751.0,Africa,16841.0,2619964.0,650.0
114.0,Tunisia,1087,,49.0,,968.0,3.0,70.0,1.0,92.0,4.0,53539.0,4534.0,11809190.0,Africa,10864.0,241004.0,221.0
115.0,Latvia,1082,3.0,25.0,1.0,760.0,,297.0,2.0,573.0,13.0,114451.0,60634.0,1887558.0,Europe,1745.0,75502.0,16.0
116.0,Paraguay,1070,,11.0,,511.0,,548.0,2.0,150.0,2.0,33081.0,4642.0,7125773.0,South America,6660.0,647798.0,215.0
117.0,South Sudan,994,,10.0,,6.0,,978.0,,89.0,0.9,3356.0,300.0,11183630.0,Africa,11251.0,1118363.0,3332.0
118.0,Niger,961,,65.0,,857.0,,39.0,,40.0,3.0,6087.0,252.0,24127274.0,Africa,25106.0,371189.0,3964.0
119.0,Cyprus,958,,17.0,,790.0,,151.0,4.0,794.0,14.0,117411.0,97299.0,1206704.0,Asia,1260.0,70983.0,10.0
120.0,Madagascar,957,49.0,7.0,1.0,200.0,5.0,750.0,9.0,35.0,0.3,12608.0,456.0,27630820.0,Africa,28872.0,3947260.0,2192.0
121.0,Sierra Leone,909,,47.0,,491.0,,371.0,,114.0,6.0,,,7963749.0,Africa,8761.0,169441.0,
122.0,Burkina Faso,884,,53.0,,753.0,,78.0,,42.0,3.0,,,20854250.0,Africa,23591.0,393476.0,
123.0,Andorra,851,,51.0,,735.0,,65.0,7.0,11015.0,660.0,3750.0,48540.0,77256.0,Europe,91.0,1515.0,21.0
124.0,Uruguay,828,,23.0,,698.0,,107.0,4.0,238.0,7.0,45777.0,13181.0,3472856.0,South America,4194.0,150994.0,76.0
125.0,Chad,820,,66.0,,590.0,,164.0,,50.0,4.0,,,16385212.0,Africa,19982.0,248261.0,
126.0,Georgia,801,1.0,13.0,,644.0,4.0,144.0,6.0,201.0,3.0,60273.0,15107.0,3989702.0,Asia,4981.0,306900.0,66.0
127.0,Jordan,757,,9.0,,561.0,,187.0,5.0,74.0,0.9,204374.0,20046.0,10195440.0,Asia,13468.0,1132827.0,50.0
128.0,Mauritania,745,,34.0,,57.0,,654.0,,161.0,7.0,7654.0,1650.0,4639283.0,Africa,6227.0,136450.0,606.0
129.0,Diamond Princess,712,,13.0,,651.0,,48.0,4.0,,,,,,,,,
130.0,San Marino,674,,42.0,,391.0,,241.0,1.0,19867.0,1238.0,4662.0,137417.0,33926.0,Europe,50.0,808.0,7.0
131.0,Malta,622,,9.0,,576.0,14.0,37.0,1.0,1409.0,20.0,72615.0,164489.0,441458.0,Europe,710.0,49051.0,6.0
132.0,Congo,611,,20.0,,179.0,,412.0,,111.0,4.0,,,5506685.0,Africa,9013.0,275334.0,
133.0,Jamaica,591,1.0,10.0,1.0,361.0,5.0,220.0,1.0,200.0,3.0,13616.0,4600.0,2960223.0,North America,5009.0,296022.0,217.0
134.0,Channel Islands,561,,46.0,,512.0,,3.0,,3229.0,265.0,10255.0,59024.0,173742.0,Europe,310.0,3777.0,17.0
135.0,French Guiana,533,,1.0,,254.0,,278.0,3.0,1788.0,3.0,,,298026.0,South America,559.0,298026.0,
136.0,Uganda,522,15.0,,,82.0,,440.0,,11.0,,96825.0,2123.0,45614034.0,Africa,87383.0,,471.0
137.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,9.0,0.4,,,59587676.0,Africa,117068.0,2837508.0,
138.0,Sao Tome and Principe,485,1.0,12.0,,68.0,,405.0,,2216.0,55.0,175.0,800.0,218831.0,Africa,451.0,18236.0,1250.0
139.0,Réunion,478,,1.0,,411.0,,66.0,1.0,534.0,1.0,17200.0,19221.0,894836.0,Africa,1872.0,894836.0,52.0
140.0,Cabo Verde,477,,5.0,,238.0,,234.0,,859.0,9.0,1307.0,2353.0,555525.0,Africa,1165.0,111105.0,425.0
141.0,Palestine,463,6.0,3.0,,377.0,5.0,83.0,,91.0,0.6,44876.0,8814.0,5091549.0,Asia,10997.0,1697183.0,113.0
142.0,Togo,452,,13.0,,236.0,,203.0,,55.0,2.0,21515.0,2604.0,8262563.0,Africa,18280.0,635582.0,384.0
143.0,Taiwan,443,,7.0,,428.0,,8.0,,19.0,0.3,72683.0,3052.0,23813683.0,Asia,53755.0,3401955.0,328.0
144.0,Yemen,419,,95.0,,17.0,,307.0,,14.0,3.0,120.0,4.0,29771764.0,Asia,71054.0,313387.0,248098.0
145.0,Rwanda,397,,2.0,,271.0,,124.0,,31.0,0.2,71141.0,5504.0,12925233.0,Africa,32557.0,6462617.0,182.0
146.0,Malawi,369,,4.0,,51.0,,314.0,1.0,19.0,0.2,5049.0,265.0,19088114.0,Africa,51729.0,4772029.0,3781.0
147.0,Isle of Man,336,,24.0,,312.0,,0.0,,3953.0,282.0,5046.0,59365.0,85000.0,Europe,253.0,3542.0,17.0
148.0,Mauritius,335,,10.0,,322.0,,3.0,,263.0,8.0,124227.0,97692.0,1271617.0,Africa,3796.0,127162.0,10.0
149.0,Vietnam,328,,,,302.0,,26.0,1.0,3.0,,275000.0,2827.0,97272479.0,Asia,296562.0,,354.0
150.0,Montenegro,324,,9.0,,315.0,,0.0,,516.0,14.0,10167.0,16188.0,628060.0,Europe,1938.0,69784.0,62.0
151.0,Liberia,321,5.0,28.0,,175.0,6.0,118.0,,64.0,6.0,,,5047775.0,Africa,15725.0,180278.0,
152.0,Mozambique,316,,2.0,,109.0,,205.0,,10.0,0.06,11563.0,371.0,31180247.0,Africa,98672.0,15590124.0,2697.0
153.0,Eswatini,295,,3.0,,201.0,,91.0,2.0,254.0,3.0,6551.0,5651.0,1159249.0,Africa,3930.0,386416.0,177.0
154.0,Benin,244,,3.0,,148.0,,93.0,,20.0,0.2,35794.0,2959.0,12096262.0,Africa,49575.0,4032087.0,338.0
155.0,Myanmar,233,,6.0,,145.0,,82.0,,4.0,0.1,29923.0,550.0,54382712.0,Asia,233402.0,9063785.0,1817.0
156.0,Zimbabwe,222,,4.0,,29.0,,189.0,,15.0,0.3,46613.0,3140.0,14845953.0,Africa,66874.0,3711488.0,318.0
157.0,Martinique,200,,14.0,,98.0,,88.0,,533.0,37.0,,,375285.0,North America,1876.0,26806.0,
158.0,Libya,196,,5.0,,52.0,,139.0,,29.0,0.7,7501.0,1093.0,6864011.0,Africa,35020.0,1372802.0,915.0
159.0,Faeroe Islands,187,,,,187.0,,0.0,,3828.0,,9857.0,201785.0,48849.0,Europe,261.0,,5.0
160.0,Mongolia,186,1.0,,,65.0,21.0,121.0,19.0,57.0,,15092.0,4610.0,3274105.0,Asia,17603.0,,217.0
161.0,Gibraltar,173,,,,153.0,,20.0,,5135.0,,8205.0,243530.0,33692.0,Europe,195.0,,4.0
162.0,Guadeloupe,162,,14.0,,138.0,,10.0,1.0,405.0,35.0,4137.0,10339.0,400119.0,North America,2470.0,28580.0,97.0
163.0,Cayman Islands,156,,1.0,,78.0,,77.0,,2376.0,15.0,12508.0,190488.0,65663.0,North America,421.0,65663.0,5.0
164.0,Guyana,153,,12.0,,70.0,,71.0,2.0,195.0,15.0,1699.0,2161.0,786274.0,South America,5139.0,65523.0,463.0
165.0,Bermuda,141,,9.0,,113.0,,19.0,2.0,2263.0,144.0,7679.0,123270.0,62294.0,North America,442.0,6922.0,8.0
166.0,Brunei,141,,2.0,,138.0,,1.0,1.0,323.0,5.0,20205.0,46219.0,437162.0,Asia,3100.0,218581.0,22.0
167.0,Comoros,132,,2.0,,27.0,,103.0,,152.0,2.0,,,868080.0,Africa,6576.0,434040.0,
168.0,Cambodia,125,,,,123.0,,2.0,1.0,7.0,,21843.0,1308.0,16700905.0,Asia,133607.0,,765.0
169.0,Syria,123,,6.0,,53.0,,64.0,,7.0,0.3,,,17465045.0,Asia,141992.0,2910841.0,
170.0,Trinidad and Tobago,117,,8.0,,108.0,,1.0,,84.0,6.0,3228.0,2307.0,1399160.0,North America,11959.0,174895.0,433.0
171.0,Bahamas,102,,11.0,,55.0,,36.0,2.0,260.0,28.0,2121.0,5398.0,392959.0,North America,3853.0,35724.0,185.0
172.0,Aruba,101,,3.0,,98.0,,0.0,,946.0,28.0,2138.0,20031.0,106733.0,North America,1057.0,35578.0,50.0
173.0,Monaco,99,,4.0,,90.0,,5.0,1.0,2524.0,102.0,16200.0,413044.0,39221.0,Europe,396.0,9805.0,2.0
174.0,Barbados,92,,7.0,,81.0,,4.0,1.0,320.0,24.0,5580.0,19419.0,287350.0,North America,3123.0,41050.0,51.0
175.0,Angola,86,,4.0,,18.0,,64.0,1.0,3.0,0.1,10000.0,305.0,32776687.0,Africa,381124.0,8194172.0,3278.0
176.0,Liechtenstein,82,,1.0,,55.0,,26.0,,2151.0,26.0,900.0,23610.0,38120.0,Europe,465.0,38120.0,42.0
177.0,Sint Maarten,77,,15.0,,60.0,,2.0,1.0,1797.0,350.0,450.0,10504.0,42839.0,North America,556.0,2856.0,95.0
178.0,Suriname,74,,1.0,,9.0,,64.0,,126.0,2.0,782.0,1334.0,586235.0,South America,7922.0,586235.0,750.0
