#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
187.0,St. Vincent Grenadines,26,,,,15.0,,11.0,,234.0,,593.0,5346.0,110914.0,North America,4266.0,,187.0
188.0,Gambia,25,,1.0,,20.0,,4.0,,10.0,0.4,1756.0,728.0,2410649.0,Africa,96426.0,2410649.0,1373.0
189.0,Namibia,25,,,,16.0,,9.0,,10.0,,3970.0,1565.0,2537081.0,Africa,101483.0,,639.0
190.0,Timor-Leste,24,,,,24.0,,0.0,,18.0,,1290.0,980.0,1316345.0,Asia,54848.0,,1020.0
191.0,Grenada,23,,,,18.0,,5.0,2.0,204.0,,3516.0,31258.0,112483.0,North America,4891.0,,32.0
192.0,Curaçao,20,,1.0,,15.0,,4.0,,122.0,6.0,572.0,3487.0,164042.0,North America,8202.0,164042.0,287.0
193.0,New Caledonia,20,,,,18.0,,2.0,,70.0,,6681.0,23419.0,285282.0,Australia/Oceania,14264.0,,43.0
194.0,Laos,19,,,,16.0,,3.0,,3.0,,7249.0,998.0,7266993.0,Asia,382473.0,,1002.0
195.0,Belize,18,,2.0,,16.0,,0.0,,45.0,5.0,1572.0,3959.0,397028.0,North America,22057.0,198514.0,253.0
196.0,Dominica,18,,,,16.0,,2.0,,250.0,,433.0,6016.0,71973.0,North America,3999.0,,166.0
197.0,Fiji,18,,,,15.0,,3.0,,20.0,,2431.0,2713.0,895943.0,Australia/Oceania,49775.0,,369.0
198.0,Saint Lucia,18,,,,18.0,,0.0,,98.0,,1012.0,5513.0,183563.0,North America,10198.0,,181.0
199.0,Saint Kitts and Nevis,15,,,,15.0,,0.0,,282.0,,396.0,7448.0,53170.0,North America,3545.0,,134.0
200.0,Falkland Islands,13,,,,13.0,,0.0,,3745.0,,503.0,144915.0,3471.0,South America,267.0,,7.0
201.0,Greenland,13,,,,11.0,,2.0,,229.0,,2174.0,38300.0,56763.0,North America,4366.0,,26.0
202.0,Turks and Caicos,12,,1.0,,11.0,,0.0,,310.0,26.0,153.0,3956.0,38675.0,North America,3223.0,38675.0,253.0
203.0,Vatican City,12,,,,2.0,,10.0,,14981.0,,,,801.0,Europe,67.0,,
204.0,Montserrat,11,,1.0,,10.0,,0.0,,2204.0,200.0,61.0,12220.0,4992.0,North America,454.0,4992.0,82.0
205.0,Seychelles,11,,,,11.0,,0.0,,112.0,,,,98300.0,Africa,8936.0,,
206.0,MS Zaandam,9,,2.0,,,,7.0,,,,,,,,,,
207.0,Western Sahara,9,,1.0,,6.0,,2.0,,15.0,2.0,,,596066.0,Africa,66230.0,596066.0,
208.0,British Virgin Islands,8,,1.0,,7.0,,0.0,,265.0,33.0,167.0,5527.0,30216.0,North America,3777.0,30216.0,181.0
209.0,Papua New Guinea,8,,,,8.0,,0.0,,0.9,,4646.0,520.0,8932864.0,Australia/Oceania,1116608.0,,1923.0
210.0,Caribbean Netherlands,7,,,,7.0,,0.0,,267.0,,424.0,16181.0,26204.0,North America,3743.0,,62.0
211.0,St. Barth,6,,,,6.0,,0.0,,608.0,,137.0,13873.0,9875.0,North America,1646.0,,72.0
212.0,Anguilla,3,,,,3.0,,0.0,,200.0,,41.0,2735.0,14993.0,North America,4998.0,,366.0
213.0,Lesotho,2,,,,1.0,,1.0,,0.9,,283.0,132.0,2140931.0,Africa,1070466.0,,7565.0
214.0,Saint Pierre Miquelon,1,,,,1.0,,0.0,,173.0,,,,5796.0,North America,5796.0,,
215.0,China,83022,,4634.0,,78315.0,,73.0,3.0,58.0,3.0,,,1439323776.0,Asia,17337.0,310601.0,
,Total:,2124929,4143.0,127631.0,477.0,794015.0,2881.0,1203283.0,19481.0,,,,,,North America,,,
,Total:,947299,1569.0,42689.0,31.0,394659.0,0.0,509951.0,11404.0,,,,,,South America,,,
,Total:,2049044,,175557.0,,1013054.0,,860433.0,8722.0,,,,,,Europe,,,
,Total:,1194277,49.0,31832.0,1.0,730911.0,21.0,431534.0,14487.0,,,,,,Asia,,,
,Total:,159838,,4520.0,,68985.0,,86333.0,425.0,,,,,,Africa,,,
,Total:,8831,,124.0,,8208.0,,499.0,4.0,,,,,,Australia/Oceania,,,
,Total:,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,Total:,6484939,5761.0,382368.0,509.0,3010483.0,2902.0,3092088.0,54527.0,832.0,49.1,,,,All,,,
