#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
44.0,Austria,16805,,670.0,,15717.0,,418.0,22.0,1867.0,74.0,471466.0,52369.0,9002749.0,Europe,536.0,13437.0,19.0
45.0,Panama,15044,,363.0,,9619.0,,5062.0,75.0,3491.0,84.0,72697.0,16869.0,4309582.0,North America,286.0,11872.0,59.0
46.0,Oman,14316,,67.0,,3451.0,,10798.0,58.0,2809.0,13.0,100181.0,19659.0,5096020.0,Asia,356.0,76060.0,51.0
47.0,Bahrain,13296,,21.0,,7728.0,,5547.0,9.0,7838.0,12.0,345337.0,203567.0,1696430.0,Asia,128.0,80782.0,5.0
48.0,Kazakhstan,12312,245.0,52.0,,6606.0,,5654.0,62.0,656.0,3.0,867286.0,46231.0,18760016.0,Asia,1524.0,360770.0,22.0
49.0,Bolivia,12245,607.0,415.0,15.0,1658.0,151.0,10172.0,3.0,1050.0,36.0,28239.0,2422.0,11661045.0,South America,952.0,28099.0,413.0
50.0,Denmark,11811,,582.0,,10620.0,,609.0,17.0,2040.0,101.0,671558.0,115970.0,5790777.0,Europe,490.0,9950.0,9.0
51.0,S. Korea,11668,39.0,273.0,,10506.0,7.0,889.0,15.0,228.0,5.0,990960.0,19330.0,51266162.0,Asia,4394.0,187788.0,52.0
52.0,Serbia,11571,,246.0,,6910.0,,4415.0,15.0,1324.0,28.0,261266.0,29894.0,8739694.0,Europe,755.0,35527.0,33.0
53.0,Nigeria,11516,,323.0,,3535.0,,7658.0,7.0,56.0,2.0,71336.0,347.0,205724190.0,Africa,17864.0,636917.0,2884.0
54.0,Armenia,11221,,176.0,,3468.0,,7577.0,10.0,3787.0,59.0,63459.0,21418.0,2962861.0,Asia,264.0,16834.0,47.0
55.0,Algeria,9831,,681.0,,6297.0,,2853.0,32.0,225.0,16.0,,,43789601.0,Africa,4454.0,64302.0,
56.0,Czechia,9494,,326.0,,6809.0,,2359.0,12.0,887.0,30.0,459448.0,42909.0,10707610.0,Europe,1128.0,32845.0,23.0
57.0,Moldova,9018,,315.0,,5009.0,,3694.0,265.0,2235.0,78.0,57003.0,14129.0,4034590.0,Europe,447.0,12808.0,71.0
58.0,Ghana,8885,,38.0,,3189.0,,5658.0,3.0,286.0,1.0,223065.0,7191.0,31021611.0,Africa,3491.0,816358.0,139.0
59.0,Iraq,8840,,271.0,,4338.0,,4231.0,50.0,220.0,7.0,272259.0,6781.0,40150285.0,Asia,4542.0,148156.0,147.0
60.0,Norway,8504,,238.0,,8138.0,,128.0,6.0,1570.0,44.0,252232.0,46553.0,5418184.0,Europe,637.0,22765.0,21.0
61.0,Malaysia,8247,,115.0,,6559.0,,1573.0,6.0,255.0,4.0,560738.0,17342.0,32334994.0,Asia,3921.0,281174.0,58.0
62.0,Morocco,8003,,208.0,,7195.0,,600.0,15.0,217.0,6.0,261010.0,7078.0,36878073.0,Africa,4608.0,177298.0,141.0
63.0,Australia,7247,7.0,102.0,,6681.0,33.0,464.0,4.0,284.0,4.0,1555833.0,61066.0,25477953.0,Australia/Oceania,3516.0,249784.0,16.0
64.0,Finland,6911,,322.0,,5800.0,,789.0,7.0,1247.0,58.0,195400.0,35270.0,5540127.0,Europe,802.0,17205.0,28.0
65.0,Cameroon,6789,,203.0,,3705.0,,2881.0,28.0,256.0,8.0,,,26492099.0,Africa,3902.0,130503.0,
66.0,Azerbaijan,6522,,78.0,,3737.0,,2707.0,42.0,644.0,8.0,322574.0,31835.0,10132528.0,Asia,1554.0,129904.0,31.0
67.0,Guatemala,6154,394.0,158.0,15.0,979.0,50.0,5017.0,5.0,344.0,9.0,31427.0,1757.0,17889773.0,North America,2907.0,113226.0,569.0
68.0,Honduras,5880,190.0,243.0,9.0,648.0,31.0,4989.0,13.0,594.0,25.0,14790.0,1495.0,9892567.0,North America,1682.0,40710.0,669.0
69.0,Sudan,5714,,333.0,,1825.0,,3556.0,,131.0,8.0,401.0,9.0,43766839.0,Africa,7660.0,131432.0,109144.0
70.0,Tajikistan,4289,,48.0,,2401.0,,1840.0,,451.0,5.0,,,9520505.0,Asia,2220.0,198344.0,
71.0,Djibouti,4054,,26.0,,1685.0,,2343.0,,4108.0,26.0,33492.0,33936.0,986912.0,Africa,243.0,37958.0,29.0
72.0,Luxembourg,4027,,110.0,,3874.0,,43.0,3.0,6441.0,176.0,82377.0,131761.0,625198.0,Europe,155.0,5684.0,8.0
73.0,Senegal,4021,,45.0,,2162.0,,1814.0,16.0,241.0,3.0,49090.0,2938.0,16707665.0,Africa,4155.0,371281.0,340.0
74.0,Guinea,3991,,23.0,,2512.0,,1456.0,24.0,305.0,2.0,14407.0,1099.0,13103365.0,Africa,3283.0,569712.0,910.0
75.0,Hungary,3954,,539.0,,2205.0,,1210.0,24.0,409.0,56.0,195894.0,20275.0,9661989.0,Europe,2444.0,17926.0,49.0
76.0,Uzbekistan,3939,,16.0,,3087.0,,836.0,11.0,118.0,0.5,460000.0,13759.0,33432499.0,Asia,8488.0,2089531.0,73.0
77.0,DRC,3644,,78.0,,495.0,,3071.0,,41.0,0.9,,,89331385.0,Africa,24515.0,1145274.0,
78.0,Ivory Coast,3262,,35.0,,1584.0,,1643.0,,124.0,1.0,29228.0,1110.0,26325174.0,Africa,8070.0,752148.0,901.0
79.0,Thailand,3101,,58.0,,2968.0,,75.0,1.0,44.0,0.8,420529.0,6026.0,69787831.0,Asia,22505.0,1203238.0,166.0
80.0,Gabon,2955,,21.0,,818.0,,2116.0,15.0,1330.0,9.0,15689.0,7062.0,2221499.0,Africa,752.0,105786.0,142.0
81.0,Greece,2952,,180.0,,1374.0,,1398.0,9.0,283.0,17.0,193929.0,18600.0,10426393.0,Europe,3532.0,57924.0,54.0
82.0,El Salvador,2781,,52.0,1.0,1214.0,6.0,1515.0,59.0,429.0,8.0,99178.0,15296.0,6483892.0,North America,2331.0,124690.0,65.0
83.0,Haiti,2640,,50.0,,24.0,,2566.0,,232.0,4.0,5717.0,502.0,11392181.0,North America,4315.0,227844.0,1993.0
84.0,Nepal,2634,,10.0,,290.0,,2334.0,,91.0,0.3,209698.0,7207.0,29096164.0,Asia,11046.0,2909616.0,139.0
85.0,North Macedonia,2611,,147.0,,1621.0,,843.0,34.0,1253.0,71.0,33114.0,15894.0,2083380.0,Europe,798.0,14173.0,63.0
86.0,Bosnia and Herzegovina,2594,,159.0,,1951.0,,484.0,4.0,790.0,48.0,68706.0,20933.0,3282144.0,Europe,1265.0,20642.0,48.0
87.0,Bulgaria,2585,,147.0,,1322.0,,1116.0,8.0,372.0,21.0,193732.0,27868.0,6951806.0,Europe,2689.0,47291.0,36.0
88.0,Kenya,2340,,78.0,,592.0,,1670.0,7.0,44.0,1.0,85058.0,1585.0,53676811.0,Africa,22939.0,688164.0,631.0
89.0,Croatia,2247,,103.0,,2105.0,,39.0,3.0,547.0,25.0,67997.0,16557.0,4106911.0,Europe,1828.0,39873.0,60.0
90.0,Somalia,2204,,79.0,,418.0,,1707.0,2.0,139.0,5.0,,,15856395.0,Africa,7194.0,200714.0,
91.0,Cuba,2119,,83.0,,1839.0,,197.0,4.0,187.0,7.0,112449.0,9927.0,11327084.0,North America,5345.0,136471.0,101.0
92.0,Venezuela,2087,,20.0,,334.0,,1733.0,,73.0,0.7,995522.0,35003.0,28441308.0,South America,13628.0,1422065.0,29.0
93.0,Mayotte,2058,,25.0,,1523.0,,510.0,9.0,7558.0,92.0,7600.0,27912.0,272282.0,Africa,132.0,10891.0,36.0
94.0,Kyrgyzstan,1899,,20.0,,1292.0,,587.0,5.0,291.0,3.0,119124.0,18282.0,6515934.0,Asia,3431.0,325797.0,55.0
95.0,Estonia,1890,,69.0,,1663.0,,158.0,,1425.0,52.0,87456.0,65931.0,1326474.0,Europe,702.0,19224.0,15.0
96.0,Maldives,1872,,7.0,,648.0,,1217.0,9.0,3468.0,13.0,11775.0,21813.0,539808.0,Asia,288.0,77115.0,46.0
97.0,Iceland,1806,,10.0,,1794.0,,2.0,,5295.0,29.0,61680.0,180835.0,341085.0,Europe,189.0,34109.0,6.0
98.0,Sri Lanka,1797,,11.0,,839.0,,947.0,1.0,84.0,0.5,72180.0,3372.0,21406944.0,Asia,11913.0,1946086.0,297.0
99.0,Lithuania,1687,,71.0,,1273.0,,343.0,17.0,619.0,26.0,321040.0,117830.0,2724610.0,Europe,1615.0,38375.0,8.0
100.0,Ethiopia,1636,,18.0,,250.0,,1368.0,16.0,14.0,0.2,125570.0,1094.0,114732085.0,Africa,70130.0,6374005.0,914.0
101.0,Slovakia,1526,,28.0,,1376.0,,122.0,,280.0,5.0,183764.0,33660.0,5459461.0,Europe,3578.0,194981.0,30.0
102.0,New Zealand,1504,,22.0,,1481.0,,1.0,,301.0,4.0,288987.0,57773.0,5002100.0,Australia/Oceania,3326.0,227368.0,17.0
103.0,Slovenia,1477,,109.0,,1359.0,,9.0,,710.0,52.0,82701.0,39781.0,2078919.0,Europe,1408.0,19073.0,25.0
104.0,Mali,1461,,85.0,,806.0,,570.0,,72.0,4.0,3483.0,172.0,20202090.0,Africa,13828.0,237672.0,5800.0
105.0,Guinea-Bissau,1339,,8.0,,53.0,,1278.0,,682.0,4.0,1500.0,764.0,1964249.0,Africa,1467.0,245531.0,1309.0
106.0,Lebanon,1306,,28.0,,731.0,,547.0,4.0,191.0,4.0,90509.0,13257.0,6827456.0,Asia,5228.0,243838.0,75.0
107.0,Equatorial Guinea,1306,,12.0,,200.0,,1094.0,,934.0,9.0,8268.0,5910.0,1399026.0,Africa,1071.0,116586.0,169.0
108.0,CAR,1288,,4.0,,23.0,,1261.0,,267.0,0.8,15881.0,3293.0,4823282.0,Africa,3745.0,1205821.0,304.0
109.0,Albania,1197,,33.0,,898.0,,266.0,5.0,416.0,11.0,15647.0,5437.0,2878009.0,Europe,2404.0,87212.0,184.0
110.0,Costa Rica,1194,,10.0,,687.0,,497.0,5.0,235.0,2.0,27318.0,5366.0,5090731.0,North America,4264.0,509073.0,186.0
111.0,Nicaragua,1118,,46.0,,370.0,,702.0,,169.0,7.0,,,6618700.0,North America,5920.0,143885.0,
112.0,Hong Kong,1099,,4.0,,1041.0,,54.0,2.0,147.0,0.5,202930.0,27084.0,7492585.0,Asia,6818.0,1873146.0,37.0
113.0,Zambia,1089,,7.0,,912.0,,170.0,1.0,59.0,0.4,28236.0,1539.0,18341163.0,Africa,16842.0,2620166.0,650.0
114.0,Tunisia,1087,,49.0,,968.0,,70.0,1.0,92.0,4.0,53539.0,4534.0,11809527.0,Africa,10864.0,241011.0,221.0
115.0,Paraguay,1086,,11.0,,511.0,,564.0,2.0,152.0,2.0,34240.0,4805.0,7126012.0,South America,6562.0,647819.0,208.0
116.0,Latvia,1082,,25.0,,760.0,,297.0,2.0,573.0,13.0,114451.0,60636.0,1887502.0,Europe,1744.0,75500.0,16.0
117.0,South Sudan,994,,10.0,,6.0,,978.0,,89.0,0.9,3356.0,300.0,11183989.0,Africa,11251.0,1118399.0,3333.0
118.0,Niger,963,,65.0,,860.0,,38.0,,40.0,3.0,6099.0,253.0,24129683.0,Africa,25057.0,371226.0,3956.0
119.0,Cyprus,958,,17.0,,790.0,,151.0,4.0,794.0,14.0,123316.0,102190.0,1206728.0,Asia,1260.0,70984.0,10.0
120.0,Madagascar,957,,7.0,,200.0,,750.0,9.0,35.0,0.3,12608.0,456.0,27632772.0,Africa,28874.0,3947539.0,2192.0
121.0,Sierra Leone,914,,47.0,,491.0,,376.0,,115.0,6.0,,,7964194.0,Africa,8714.0,169451.0,
122.0,Burkina Faso,885,,53.0,,760.0,,72.0,,42.0,3.0,,,20855822.0,Africa,23566.0,393506.0,
123.0,Andorra,852,,51.0,,738.0,,63.0,7.0,11028.0,660.0,3750.0,48540.0,77256.0,Europe,91.0,1515.0,21.0
124.0,Uruguay,832,,23.0,,709.0,,100.0,4.0,240.0,7.0,46512.0,13393.0,3472889.0,South America,4174.0,150995.0,75.0
125.0,Chad,828,,66.0,,633.0,,129.0,,51.0,4.0,,,16386505.0,Africa,19790.0,248280.0,
126.0,Georgia,801,,13.0,,644.0,,144.0,6.0,201.0,3.0,61395.0,15388.0,3989681.0,Asia,4981.0,306899.0,65.0
127.0,Mauritania,784,,39.0,,65.0,,680.0,,169.0,8.0,7654.0,1650.0,4639619.0,Africa,5918.0,118965.0,606.0
128.0,Jordan,765,,9.0,,566.0,,190.0,5.0,75.0,0.9,210401.0,20636.0,10195716.0,Asia,13328.0,1132857.0,48.0
129.0,Diamond Princess,712,,13.0,,651.0,,48.0,4.0,,,,,,,,,
130.0,San Marino,678,,42.0,,408.0,,228.0,1.0,19985.0,1238.0,4749.0,139981.0,33926.0,Europe,50.0,808.0,7.0
131.0,Malta,622,,9.0,,576.0,,37.0,,1409.0,20.0,72615.0,164488.0,441461.0,Europe,710.0,49051.0,6.0
132.0,Congo,611,,20.0,,179.0,,412.0,,111.0,4.0,,,5507057.0,Africa,9013.0,275353.0,
133.0,Jamaica,591,,10.0,,368.0,,213.0,1.0,200.0,3.0,13813.0,4666.0,2960258.0,North America,5009.0,296026.0,214.0
134.0,Channel Islands,561,,46.0,,512.0,,3.0,,3229.0,265.0,10255.0,59023.0,173746.0,Europe,310.0,3777.0,17.0
135.0,French Guiana,556,,1.0,,296.0,,259.0,3.0,1865.0,3.0,,,298048.0,South America,536.0,298048.0,
136.0,Uganda,522,,,,82.0,,440.0,,11.0,,96825.0,2123.0,45618000.0,Africa,87391.0,,471.0
137.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,9.0,0.4,,,59592344.0,Africa,117077.0,2837731.0,
138.0,Cabo Verde,502,,5.0,,239.0,,258.0,,904.0,9.0,1307.0,2353.0,555542.0,Africa,1107.0,111108.0,425.0
139.0,Sao Tome and Principe,485,,12.0,,68.0,,405.0,,2216.0,55.0,175.0,800.0,218842.0,Africa,451.0,18237.0,1251.0
140.0,Réunion,479,,1.0,,411.0,,67.0,1.0,535.0,1.0,17200.0,19221.0,894853.0,Africa,1868.0,894853.0,52.0
141.0,Togo,465,,13.0,,239.0,,213.0,,56.0,2.0,21812.0,2640.0,8263094.0,Africa,17770.0,635623.0,379.0
142.0,Palestine,464,,3.0,,377.0,,84.0,,91.0,0.6,44876.0,8813.0,5091874.0,Asia,10974.0,1697291.0,113.0
143.0,Yemen,453,,103.0,,17.0,,333.0,,15.0,3.0,120.0,4.0,29773563.0,Asia,65725.0,289064.0,248113.0
144.0,Taiwan,443,,7.0,,428.0,,8.0,,19.0,0.3,72683.0,3052.0,23813801.0,Asia,53756.0,3401972.0,328.0
145.0,Rwanda,410,,2.0,,280.0,,128.0,,32.0,0.2,72510.0,5610.0,12926113.0,Africa,31527.0,6463057.0,178.0
146.0,Malawi,393,,4.0,,51.0,,338.0,1.0,21.0,0.2,5049.0,264.0,19089469.0,Africa,48574.0,4772367.0,3781.0
147.0,Mozambique,352,,2.0,,114.0,,236.0,,11.0,0.06,12096.0,388.0,31182649.0,Africa,88587.0,15591325.0,2578.0
148.0,Isle of Man,336,,24.0,,312.0,,0.0,,3953.0,282.0,5094.0,59929.0,85001.0,Europe,253.0,3542.0,17.0
149.0,Mauritius,335,,10.0,,322.0,,3.0,,263.0,8.0,124227.0,97692.0,1271623.0,Africa,3796.0,127162.0,10.0
150.0,Vietnam,328,,,,302.0,,26.0,1.0,3.0,,275000.0,2827.0,97274870.0,Asia,296570.0,,354.0
151.0,Montenegro,324,,9.0,,315.0,,0.0,,516.0,14.0,10167.0,16188.0,628061.0,Europe,1938.0,69785.0,62.0
152.0,Liberia,321,,28.0,,175.0,,118.0,,64.0,6.0,,,5048101.0,Africa,15726.0,180289.0,
153.0,Eswatini,300,,3.0,,201.0,,96.0,5.0,259.0,3.0,6551.0,5651.0,1159282.0,Africa,3864.0,386427.0,177.0
154.0,Benin,261,,3.0,,151.0,,107.0,,22.0,0.2,35794.0,2959.0,12097132.0,Africa,46349.0,4032377.0,338.0
155.0,Zimbabwe,237,,4.0,,31.0,,202.0,,16.0,0.3,50920.0,3430.0,14846545.0,Africa,62644.0,3711636.0,292.0
156.0,Myanmar,236,,6.0,,148.0,,82.0,,4.0,0.1,31701.0,583.0,54383706.0,Asia,230439.0,9063951.0,1716.0
157.0,Libya,209,,5.0,,52.0,,152.0,,30.0,0.7,8193.0,1194.0,6864267.0,Africa,32843.0,1372853.0,838.0
158.0,Martinique,200,,14.0,,98.0,,88.0,,533.0,37.0,,,375285.0,North America,1876.0,26806.0,
159.0,Mongolia,191,5.0,,,70.0,5.0,121.0,15.0,58.0,,15807.0,4828.0,3274249.0,Asia,17143.0,,207.0
160.0,Faeroe Islands,187,,,,187.0,,0.0,,3828.0,,10003.0,204770.0,48850.0,Europe,261.0,,5.0
161.0,Gibraltar,173,,,,153.0,,20.0,,5135.0,,8434.0,250326.0,33692.0,Europe,195.0,,4.0
162.0,Guadeloupe,162,,14.0,,138.0,,10.0,1.0,405.0,35.0,4137.0,10339.0,400119.0,North America,2470.0,28580.0,97.0
163.0,Cayman Islands,160,,1.0,,85.0,,74.0,,2437.0,15.0,13253.0,201827.0,65665.0,North America,410.0,65665.0,5.0
164.0,Guyana,153,,12.0,,77.0,,64.0,3.0,195.0,15.0,1719.0,2186.0,786284.0,South America,5139.0,65524.0,457.0
165.0,Bermuda,141,,9.0,,113.0,,19.0,2.0,2263.0,144.0,7679.0,123272.0,62293.0,North America,442.0,6921.0,8.0
166.0,Brunei,141,,2.0,,138.0,,1.0,1.0,323.0,5.0,20205.0,46217.0,437173.0,Asia,3101.0,218587.0,22.0
167.0,Comoros,132,,2.0,,55.0,,75.0,,152.0,2.0,,,868131.0,Africa,6577.0,434066.0,
168.0,Cambodia,125,,,,123.0,,2.0,1.0,7.0,,22456.0,1345.0,16701538.0,Asia,133612.0,,744.0
169.0,Syria,124,,6.0,,53.0,,65.0,,7.0,0.3,,,17466210.0,Asia,140857.0,2911035.0,
170.0,Trinidad and Tobago,117,,8.0,,108.0,,1.0,,84.0,6.0,3262.0,2331.0,1399172.0,North America,11959.0,174897.0,429.0
171.0,Bahamas,102,,11.0,,55.0,,36.0,2.0,260.0,28.0,2134.0,5430.0,392970.0,North America,3853.0,35725.0,184.0
172.0,Aruba,101,,3.0,,98.0,,0.0,,946.0,28.0,2138.0,20031.0,106734.0,North America,1057.0,35578.0,50.0
173.0,Monaco,99,,4.0,,92.0,,3.0,1.0,2524.0,102.0,16200.0,413034.0,39222.0,Europe,396.0,9806.0,2.0
174.0,Barbados,92,,7.0,,81.0,,4.0,1.0,320.0,24.0,5747.0,20000.0,287351.0,North America,3123.0,41050.0,50.0
175.0,Angola,86,,4.0,,18.0,,64.0,1.0,3.0,0.1,10000.0,305.0,32779493.0,Africa,381157.0,8194873.0,3278.0
176.0,Liechtenstein,82,,1.0,,55.0,,26.0,,2151.0,26.0,900.0,23610.0,38120.0,Europe,465.0,38120.0,42.0
177.0,Suriname,82,,1.0,,9.0,,72.0,,140.0,2.0,782.0,1334.0,586250.0,South America,7149.0,586250.0,750.0
178.0,Sint Maarten,77,,15.0,,60.0,,2.0,1.0,1797.0,350.0,450.0,10504.0,42840.0,North America,556.0,2856.0,95.0
179.0,Burundi,63,,1.0,,33.0,,29.0,,5.0,0.08,284.0,24.0,11860992.0,Africa,188270.0,11860992.0,41764.0
180.0,French Polynesia,60,,,,60.0,,0.0,,214.0,,4040.0,14388.0,280793.0,Australia/Oceania,4680.0,,70.0
181.0,Bhutan,47,,,,9.0,,38.0,,61.0,,18238.0,23656.0,770981.0,Asia,16404.0,,42.0
182.0,Macao,45,,,,45.0,,0.0,,69.0,,,,648669.0,Asia,14415.0,,
183.0,Saint Martin,41,,3.0,,33.0,,5.0,1.0,1062.0,78.0,614.0,15901.0,38615.0,North America,942.0,12872.0,63.0
184.0,Botswana,40,,1.0,,23.0,,16.0,,17.0,0.4,24006.0,10225.0,2347887.0,Africa,58697.0,2347887.0,98.0
185.0,Eritrea,39,,,,39.0,,0.0,,11.0,,,,3542724.0,Africa,90839.0,,
