#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
183.0,Saint Martin,41,,3.0,,33.0,,5.0,1.0,1062.0,78.0,614.0,15903.0,38610.0,North America,942.0,12870.0,63.0
184.0,Eritrea,39,,,,39.0,,0.0,,11.0,,,,3542322.0,Africa,90829.0,,
185.0,Botswana,38,,1.0,,20.0,,17.0,,16.0,0.4,21716.0,9251.0,2347497.0,Africa,61776.0,2347497.0,108.0
186.0,Antigua and Barbuda,26,,3.0,,19.0,,4.0,1.0,266.0,31.0,183.0,1870.0,97864.0,North America,3764.0,32621.0,535.0
187.0,St. Vincent Grenadines,26,,,,15.0,,11.0,,234.0,,593.0,5347.0,110913.0,North America,4266.0,,187.0
188.0,Gambia,25,,1.0,,20.0,,4.0,,10.0,0.4,1756.0,728.0,2410463.0,Africa,96419.0,2410463.0,1373.0
189.0,Namibia,25,,,,16.0,,9.0,,10.0,,3970.0,1565.0,2536955.0,Africa,101478.0,,639.0
190.0,Timor-Leste,24,,,,24.0,,0.0,,18.0,,1290.0,980.0,1316277.0,Asia,54845.0,,1020.0
191.0,Grenada,23,,,,18.0,,5.0,2.0,204.0,,3516.0,31258.0,112482.0,North America,4891.0,,32.0
192.0,Curaçao,20,1.0,1.0,,15.0,1.0,4.0,,122.0,6.0,572.0,3487.0,164040.0,North America,8202.0,164040.0,287.0
193.0,New Caledonia,20,,,,18.0,,2.0,,70.0,,6681.0,23420.0,285275.0,Australia/Oceania,14264.0,,43.0
194.0,Laos,19,,,,16.0,,3.0,,3.0,,7180.0,988.0,7266705.0,Asia,382458.0,,1012.0
195.0,Belize,18,,2.0,,16.0,,0.0,,45.0,5.0,1572.0,3960.0,397008.0,North America,22056.0,198504.0,253.0
196.0,Dominica,18,2.0,,,16.0,,2.0,,250.0,,433.0,6016.0,71972.0,North America,3998.0,,166.0
197.0,Fiji,18,,,,15.0,,3.0,,20.0,,2431.0,2713.0,895925.0,Australia/Oceania,49774.0,,369.0
198.0,Saint Lucia,18,,,,18.0,,0.0,,98.0,,1012.0,5513.0,183561.0,North America,10198.0,,181.0
199.0,Saint Kitts and Nevis,15,,,,15.0,,0.0,,282.0,,396.0,7448.0,53169.0,North America,3545.0,,134.0
200.0,Falkland Islands,13,,,,13.0,,0.0,,3745.0,,503.0,144915.0,3471.0,South America,267.0,,7.0
201.0,Greenland,13,,,,11.0,,2.0,,229.0,,2141.0,37719.0,56762.0,North America,4366.0,,27.0
202.0,Turks and Caicos,12,,1.0,,11.0,,0.0,,310.0,26.0,153.0,3956.0,38673.0,North America,3223.0,38673.0,253.0
203.0,Vatican City,12,,,,2.0,,10.0,,14981.0,,,,801.0,Europe,67.0,,
204.0,Montserrat,11,,1.0,,10.0,,0.0,,2204.0,200.0,61.0,12220.0,4992.0,North America,454.0,4992.0,82.0
205.0,Seychelles,11,,,,11.0,,0.0,,112.0,,,,98299.0,Africa,8936.0,,
206.0,MS Zaandam,9,,2.0,,,,7.0,,,,,,,,,,
207.0,Western Sahara,9,,1.0,,6.0,,2.0,,15.0,2.0,,,596026.0,Africa,66225.0,596026.0,
208.0,British Virgin Islands,8,,1.0,,7.0,,0.0,,265.0,33.0,167.0,5527.0,30215.0,North America,3777.0,30215.0,181.0
209.0,Papua New Guinea,8,,,,8.0,,0.0,,0.9,,4646.0,520.0,8932400.0,Australia/Oceania,1116550.0,,1923.0
210.0,Caribbean Netherlands,7,,,,7.0,,0.0,,267.0,,424.0,16181.0,26203.0,North America,3743.0,,62.0
211.0,St. Barth,6,,,,6.0,,0.0,,608.0,,137.0,13873.0,9875.0,North America,1646.0,,72.0
212.0,Anguilla,3,,,,3.0,,0.0,,200.0,,41.0,2735.0,14992.0,North America,4997.0,,366.0
213.0,Lesotho,2,,,,1.0,,1.0,,0.9,,283.0,132.0,2140884.0,Africa,1070442.0,,7565.0
214.0,Saint Pierre Miquelon,1,,,,1.0,,0.0,,173.0,,,,5796.0,North America,5796.0,,
215.0,China,83022,5.0,4634.0,,78315.0,8.0,73.0,3.0,58.0,3.0,,,1439323776.0,Asia,17337.0,310601.0,
,Total:,2097574,3561.0,125921.0,253.0,759730.0,3279.0,1211923.0,19254.0,,,,,,North America,,,
,Total:,907227,549.0,41120.0,30.0,362446.0,169.0,503661.0,11398.0,,,,,,South America,,,
,Total:,2043628,9360.0,174867.0,213.0,1009747.0,15791.0,859014.0,8752.0,,,,,,Europe,,,
,Total:,1171186,7391.0,31380.0,110.0,714212.0,1299.0,425594.0,13651.0,,,,,,Asia,,,
,Total:,155038,131.0,4369.0,,65959.0,,84710.0,342.0,,,,,,Africa,,,
,Total:,8831,17.0,125.0,,8208.0,,498.0,4.0,,,,,,Australia/Oceania,,,
,Total:,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,Total:,6384205,21009.0,377797.0,606.0,2920953.0,20573.0,3085455.0,53405.0,819.0,48.5,,,,All,,,
